area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
trabalhista,Direito Trabalhista,Trabalhista,RJ,70771,Média,8,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,CE,391226,Alta,20,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,8958261,Média,24,Repetição de indébito tributário,0.75,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,156190,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PR,292735,Baixa,8,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,ES,533390,Média,20,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,MT,64546353,Baixa,19,Processo jurídico na área de ambiental,0.63,0,0,0,0,0,0,0,1
previdenciario,Direito Previdenciário,Previdenciário,SC,40618,Alta,23,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
eleitoral,Direito Eleitoral,Eleitoral,RS,0,Média,6,Processo jurídico na área de eleitoral,0.67,0,0,0,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,RJ,173136,Baixa,14,Processo jurídico na área de previdenciario,0.77,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,52480,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,SC,403826,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,SC,244039,Média,12,Rescisão contratual com pedido de restituição de valores,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,46903,Média,10,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,21,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,PR,197501,Média,16,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,81175,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RS,28635,Média,10,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,472670,Média,12,Cobrança de dívida com pedido de penhora de bens,0.75,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,SP,32926473,Alta,21,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
agrario,Direito Agrário,Agrário,GO,3652967,Alta,22,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,25593,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,332917,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PR,19120,Baixa,6,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,77185,Média,8,Equiparação salarial entre empregados,0.8,1,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,CE,9972993,Média,24,Execução fiscal de débito previdenciário,0.65,0,1,0,0,0,0,0,0
ambiental,Direito Ambiental,Ambiental,RJ,63997127,Média,22,Processo jurídico na área de ambiental,0.73,0,0,0,1,0,0,1,1
penal,Direito Penal,Penal,SP,0,Alta,24,Ação penal por crime contra o patrimônio,0.5,0,0,0,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,MS,70335,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,48098,Média,8,Ação de rescisão indireta por assédio moral,0.8,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,57200,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,ES,3584,Média,10,Vício em produto com pedido de substituição,0.8,0,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,DF,14764,Baixa,6,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,RS,215203,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MT,29019,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,RS,164920,Alta,15,Cobrança de dívida com pedido de penhora de bens,0.75,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,2991049,Alta,20,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,16435,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,MT,0,Alta,25,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,MS,53722,Alta,13,Cobrança de verbas rescisórias não pagas,0.75,0,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,MS,2871767,Alta,27,Repetição de indébito tributário,0.65,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MT,2280367,Alta,23,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,73319,Média,8,Cobrança de verbas rescisórias não pagas,0.75,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,MT,290667,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.75,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,17701525,Alta,18,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
tributario,Direito Tributário,Tributário,BA,7217312,Alta,29,Ação anulatória de auto de infração,0.7,0,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,27391,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,ES,165223,Alta,21,Ação de usucapião de imóvel rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,102612,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,92152,Baixa,4,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,DF,261973,Média,20,Processo jurídico na área de administrativo,0.57,0,0,0,0,0,0,1,0
tributario,Direito Tributário,Tributário,GO,9109073,Alta,32,Repetição de indébito tributário,0.7,0,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,PR,5273,Média,10,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
eleitoral,Direito Eleitoral,Eleitoral,PR,0,Baixa,5,Processo jurídico na área de eleitoral,0.77,0,1,0,0,0,1,1,0
agrario,Direito Agrário,Agrário,RJ,1432498,Alta,18,Conflito de terras entre posseiros,0.65,0,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,3517,Baixa,6,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,RS,301888,Alta,19,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,3886,Média,10,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
penal,Direito Penal,Penal,PR,0,Alta,23,Processo por lesão corporal dolosa,0.5,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,RJ,891290,Alta,28,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,MS,6107234,Alta,27,Mandado de segurança contra cobrança de ICMS,0.75,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,DF,0,Alta,21,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,SP,59085,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,PR,23102215,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
ambiental,Direito Ambiental,Ambiental,MS,5045323,Média,22,Processo jurídico na área de ambiental,0.68,0,0,0,0,0,0,1,1
tributario,Direito Tributário,Tributário,GO,3969811,Baixa,23,Ação anulatória de auto de infração,0.75,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,31547,Baixa,6,Propaganda enganosa com pedido de indenização,0.8,0,0,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,DF,19416,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
empresarial,Direito Empresarial,Empresarial,CE,17010902,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
consumidor,Direito do Consumidor,Civil,BA,16961,Baixa,6,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,SC,437833,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SP,407061,Alta,23,Processo jurídico na área de administrativo,0.57,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Baixa,16,Ação penal por crime ambiental,0.5,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SP,739579,Alta,28,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,DF,1001660,Alta,27,Execução fiscal de débito previdenciário,0.7,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,71887,Baixa,4,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,32942,Média,10,Vício em produto com pedido de substituição,0.8,0,0,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,RJ,34229,Média,10,Negativação indevida do nome do consumidor,0.85,0,0,1,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,PE,6688,Baixa,9,Negativação indevida do nome do consumidor,0.85,0,0,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,GO,1750390,Baixa,12,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,ES,69527,Alta,20,Processo jurídico na área de previdenciario,0.77,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,DF,451316,Baixa,10,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
penal,Direito Penal,Penal,SP,0,Alta,21,Ação penal por crime contra o patrimônio,0.55,0,0,1,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,PR,22896229,Média,14,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
trabalhista,Direito Trabalhista,Trabalhista,MS,29909,Alta,11,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,483054,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,PR,373925,Alta,28,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
administrativo,Direito Administrativo,Administrativo,RJ,220841,Alta,25,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
civil,Direito Civil,Civil,PR,358297,Baixa,8,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,60962,Baixa,6,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,33002,Alta,16,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MT,160256,Média,20,Processo jurídico na área de administrativo,0.57,0,1,0,0,0,0,0,0
penal,Direito Penal,Penal,ES,0,Média,18,Investigação de crime tributário,0.55,0,1,0,0,0,0,1,0
agrario,Direito Agrário,Agrário,GO,2631163,Alta,23,Desapropriação para fins de reforma agrária,0.6,0,0,0,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,80392,Média,8,Cobrança de verbas rescisórias não pagas,0.8,1,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,56124,Baixa,6,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,73547,Alta,16,Reclamação trabalhista com pedido de horas extras,0.8,1,0,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,MS,2507590,Média,24,Ação anulatória de auto de infração,0.75,1,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,DF,135368,Alta,27,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,GO,309348,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,151548,Alta,28,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
agrario,Direito Agrário,Agrário,MS,210598,Alta,19,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
tributario,Direito Tributário,Tributário,MT,7126633,Média,24,Mandado de segurança contra cobrança de ICMS,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,99730,Alta,12,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,330183,Média,12,Ação de despejo por falta de pagamento,0.75,0,1,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,22534209,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,483652,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,CE,487972,Baixa,8,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,36989,Alta,13,Equiparação salarial entre empregados,0.75,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MS,573496,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,CE,320049,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,24886,Baixa,7,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,MG,143829,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,MS,4869177,Alta,20,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,26921,Baixa,8,Negativação indevida do nome do consumidor,0.8,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,BA,253711,Alta,19,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,9954,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,BA,92507,Baixa,4,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Alta,24,Processo por lesão corporal dolosa,0.5,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SP,23082,Média,10,Negativação indevida do nome do consumidor,0.9,0,1,1,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,GO,34034668,Baixa,10,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
previdenciario,Direito Previdenciário,Previdenciário,BA,107214,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
penal,Direito Penal,Penal,PE,0,Alta,22,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,MT,24760,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,0,1,0,1,0,0,0
civil,Direito Civil,Civil,SP,179378,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,688916,Baixa,13,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,CE,39777,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,CE,37369,Alta,16,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,SP,47676,Média,12,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,MG,295204,Baixa,8,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MS,839558,Alta,18,Regularização fundiária de propriedade rural,0.6,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,RS,439518,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,1,0,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,RS,190351,Média,20,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,CE,6070017,Baixa,20,Repetição de indébito tributário,0.7,1,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,383254,Baixa,16,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,MT,336896,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,PE,7826435,Média,24,Repetição de indébito tributário,0.7,1,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SC,254553,Média,20,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,ES,136533,Baixa,15,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,40407,Média,10,Propaganda enganosa com pedido de indenização,0.85,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,9654,Baixa,6,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,332375,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,1,0,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,BA,144577,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,88392,Alta,16,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,ES,393234,Média,12,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,6961,Alta,14,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,SP,0,Alta,24,Processo por lesão corporal dolosa,0.5,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,GO,484212,Baixa,8,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,22020,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,PE,66569,Média,20,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,RS,254978,Alta,32,Ação anulatória de auto de infração,0.65,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,PE,498623,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,RS,110028,Média,16,Processo jurídico na área de previdenciario,0.87,1,0,0,1,1,0,0,0
consumidor,Direito do Consumidor,Civil,MG,19858,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,17091,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,43079,Baixa,4,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
consumidor,Direito do Consumidor,Civil,MT,1384,Alta,14,Negativação indevida do nome do consumidor,0.8,0,0,0,0,1,0,0,0
